epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,953.333,0.98998,2.09635,1.48104,0.92408,0.62551,0.66972,0.56197,1.19693,2.5486,1.68351,0.00041088,0.00041088,0.00041088
